id,pondera_dem,fecha,region,sexo,edad,p1,p1otros,p2,p2_1,p2_1otro,p2_2,p3,p4,p5,p6horas,p6minutos,horas_radio,minutos_radio,p7_1,p7_2,p7_3,p7_4,p7_5,p8a,p8b,p8c,p8d,p8e,p8f,p8g,p8otros,p9,p10,p10_1,p10_1otr,p10_2,p11,p12horas,p12minutos,horas_musica,minutos_musica,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,p13_9,p14_1,p14_2,p14_3,p14_4,p14_5,p14_6,p14_7,p14_8,p14_9,p14_10,p14_11,p14_12,p14_13,p14_14,p15,p16,p17_1,p17_2,p18a,p18b,p18c,p18d,p18e,p18f,p18g,p18otros,
1429,5815,6/6/2017,NEA,Mujer,51,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,0,30,0,30,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,2,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,5 canciones,SI,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,SPOTIFY,GOOGLE PLAY,YOUTUBE,NA,NA,NA,NA,
1430,2326,6/6/2017,NEA,Mujer,64,OTRO,INCLUYE TODAS LAS OPCIONES,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,1,0,1,0,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,6,0,6,0,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,0 canciones,SI,ALGUNA VEZ AL AÑO O MENOS,NUNCA,YOUTUBE,NA,NA,NA,NA,NA,NA, ,
1431,3686,13/6/2017,NEA,Varón,14,NS/NC, ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,3,0,3,0,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,CASI NUNCA,CASI NUNCA,HABITUALMENTE,CASI NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,HABITUALMENTE,NUNCA,CASI NUNCA,5 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,SPOTIFY,GOOGLE PLAY,YOUTUBE,ARES,TARINGA,GROOVE MUSIC PASS,NA, ,
1432,3685,13/6/2017,NEA,Varón,24,"INFORMACION, ESTUDIAR, CONOCER", ,NO,PORQUE NO LE INTERESA, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,6,0,6,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,NUNCA,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,8 canciones,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,SPOTIFY,YOUTUBE,NA,NA,NA,NA,
1433,3005,13/6/2017,NEA,Varón,35,LA IDENTIDAD, ,SI,, ,NA,NO,ALGUNAS VECES AL MES,AM,0,30,0,30,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,0,30,0,30,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DIAS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,3 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,
1434,1369,13/6/2017,NEA,Mujer,56,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,SI,TODOS O CASI TODOS LOS DIAS,FM,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,NUNCA,10 canciones,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,YOUTUBE,NA,NA,NA,NA,NA,
1435,5168,13/6/2017,NEA,Varón,54,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,SI,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,9,0,9,0,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,DEPORTIVOS,CULTURALES,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,10,0,10,0,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,8 canciones,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,YOUTUBE,NA,NA,NA,NA,NA,
1436,3637,13/6/2017,NEA,Varón,87,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,4,30,4,30,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,DEPORTIVOS,CULTURALES,NA,NA,NA, ,2,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1437,7814,13/6/2017,NEA,Mujer,19,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,SI,ALGUNOS DIAS POR SEMANA,FM,5,0,5,0,TODOS O CASI TODOS LOS DIAS,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,ARES,MP3XD,NA,NA,NA,NA,
1438,9254,13/6/2017,NEA,Mujer,27,"INFORMACION, ESTUDIAR, CONOCER", ,NO,POR FALTA DE TIEMPO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,8,0,8,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1439,3155,13/6/2017,NEA,Mujer,35,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1440,7608,13/6/2017,NEA,Mujer,79,"LOS MODALES, EL BUEN COMPORTAMIENTO", ,SI,, ,NA,NO,ALGUNAS VECES AL MES,AMBAS POR IGUAL,3,0,3,0,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1441,1075,29/5/2017,NEA,Varón,18,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,1,NO,PORQUE NO LE INTERESA, ,NO,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1442,2148,2/6/2017,NEA,Varón,21,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO TIENE EQUIPOS DE RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNOS DIAS POR SEMANA,3,0,3,0,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,7 canciones,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,YOUTUBE,NA,NA,NA,NA,NA,
1443,1971,2/6/2017,NEA,Varón,42,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,DEPORTIVOS,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,2,0,2,0,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1444,657,29/5/2017,NEA,Varón,49,LA IDENTIDAD, ,NO,PORQUE UTILIZA OTROS MEDIOS PARA INFORMARSE/ ENTRETENERSE, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,12,0,12,0,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,2 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,NA, ,
1445,1695,29/5/2017,NEA,Varón,61,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,10,0,10,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,DEPORTIVOS,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,30,1,30,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NS/NC,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1446,1139,2/6/2017,NEA,Mujer,17,"LA TRADICION, LA HISTORIA", ,NO,PORQUE NO LE INTERESA, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,4,0,4,0,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,5 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,NA,
1447,1139,2/6/2017,NEA,Mujer,23,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,3,0,3,0,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,NUNCA,NUNCA,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1448,2070,31/5/2017,NEA,Mujer,38,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,5,0,5,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,3,0,3,0,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,6 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1449,2825,2/6/2017,NEA,Mujer,50,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,AMBAS POR IGUAL,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,2,0,2,0,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1450,1295,31/5/2017,NEA,Mujer,65,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,SI,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,10,0,10,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,1,NO,PORQUE NO LE INTERESA, ,NO,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1451,5111,9/5/2017,CUYO,Varón,19,OTRO,DEPORTE,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,0,30,0,30,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,6 canciones,SI,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,GOOGLE PLAY,OTROS,NA,NA,NA,NA,NA,DESCARGAR MP3,
1452,2621,9/5/2017,CUYO,Varón,28,"EL ARTE, LO CULTO", ,NO,POR FALTA DE TIEMPO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,2 canciones,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,YOUTUBE,NA,NA,NA,NA,NA,NA,
1453,3819,9/5/2017,CUYO,Varón,32,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,4,0,4,0,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,ACTUALIDAD / MAGAZINE,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,8,0,8,0,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,8 canciones,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,GOOGLE PLAY,YOUTUBE,I-TUNES,NA,NA,NA,
1454,3672,9/5/2017,CUYO,Varón,50,EDUCACION, ,NO,POR FALTA DE TIEMPO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,5 canciones,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,OTROS,NA,NA,NA,NA,NA,NA,PAG. OF. DE LA WEB,
1455,6087,9/5/2017,CUYO,Varón,67,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,NO,PORQUE NO LE INTERESA, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,4,0,4,0,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,6 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1456,4174,9/5/2017,CUYO,Mujer,19,"INFORMACION, ESTUDIAR, CONOCER", ,NO,POR FALTA DE TIEMPO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,3,0,3,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,8 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,SPOTIFY,NA,NA,NA,NA,NA,
1457,4174,9/5/2017,CUYO,Mujer,21,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,0,20,0,20,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,4,0,4,0,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,YOUTUBE,NA,NA,NA,NA,NA,
1458,4052,9/5/2017,CUYO,Mujer,37,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,ACTUALIDAD / MAGAZINE,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,6,0,6,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,SI,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,YOUTUBE,NA,NA,NA,NA,NA,NA,
